Date,Month,WeekNum,WeekDay,Quarter,Year,Lines,Shifts,LinesInShift1,LinesInShift2,LinesInShift3,Operating Hours,Elapsed Hrs,PlanVol,PlanVolS,PlanVolM,PlanVolL,PlanRev,PlanLabCost,PlanMatCost,PlanEnerCost,PlanFixCost,PlanTotalCost,PlanCostPerUnit,PlanRevPerUnit,PlanOP,PlanOPMargin,ActVol,ActVolS,ActVolM,ActVolL,ActRev,ActLabCost,ActMatCost,ActEnerCost,ActFixCost,ActTotalCost,ActCostperUnit,ActRevPerUnit,ActOP,ActOPMargin,ActOPPer-Unit,OPVariance,VolVariance,Efficiency%,EfficiencyActS,EfficiencyActM,EfficiencyActL,
21-08-2022,8,35,1,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,535,46408,18.19921569,25.31568627,18147,28.11091317,2485,1342,622,521,66972,21519.1,25030,4188.4,613.65,51351.15,20.66444668,26.95050302,15620.85,23.32444902,6.286056338,-2526.15,65,97.45098039,54.00402414,25.03018109,20.96579477,
22-08-2022,8,35,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2527,1340,683,504,66123,14102.37,24499,4273.5,624.35,43499.22,17.21377918,26.16660071,22623.78,34.2146908,8.952821528,-1387.22,23,99.09803922,53.0273051,27.02809656,19.94459834,
23-08-2022,8,35,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2534,1318,887,329,56917,14487.33,22184,4155.1,625.95,41452.38,16.35847672,22.46132597,15464.62,27.17047631,6.10284925,-8546.38,16,99.37254902,52.01262826,35.00394633,12.98342541,
24-08-2022,8,35,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2427,1141,850,436,56920,14897.95,22090,4269.8,613.11,41870.86,17.25210548,23.45282241,15049.14,26.43910752,6.200716934,-8961.86,123,95.17647059,47.01277297,35.02266172,17.96456531,
25-08-2022,8,35,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2503,1302,852,349,57402,14128.03,22006,4136.6,606.16,40876.79,16.33111866,22.93328006,16525.21,28.78856137,6.602161406,-7485.79,47,98.15686275,52.01757891,34.03915302,13.94326808,
26-08-2022,8,35,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2437,1146,634,657,67904,15270.08,29296,4266.1,623.28,49455.46,20.29358227,27.86376693,18448.54,27.1685615,7.570184653,-5562.46,113,95.56862745,47.02503078,26.01559294,26.95937628,
27-08-2022,8,35,7,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,535,46408,18.19921569,25.31568627,18147,28.11091317,2472,1162,618,692,70118,21893.02,30276,4269.8,615.25,57054.07,23.0801254,28.36488673,13063.93,18.63135001,5.284761327,-5083.07,78,96.94117647,47.00647249,25,27.99352751,
28-08-2022,8,36,1,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,535,46408,18.19921569,25.31568627,18147,28.11091317,2484,1143,671,670,68501,21593.88,27298,4306.8,619,53817.68,21.66573269,27.57689211,14683.32,21.43519073,5.91115942,-3463.68,66,97.41176471,46.01449275,27.01288245,26.9726248,
29-08-2022,8,36,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2484,1118,721,645,66551,14320.51,25729,4321.6,593.85,44964.96,18.10183575,26.79186795,21586.04,32.43533531,8.690032206,-2424.96,66,97.41176471,45.00805153,29.0257649,25.96618357,
30-08-2022,8,36,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2463,1207,690,566,65240,14974.94,26730,4195.8,619.53,46520.27,18.88764515,26.48802274,18719.73,28.69363887,7.600377588,-5291.27,87,96.58823529,49.00527812,28.01461632,22.98010556,
31-08-2022,8,36,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,535,40544,15.89960784,25.31568627,24011,37.19464023,2471,1187,742,542,63492,14282.02,25896,4125.5,609.37,44912.89,18.17599757,25.69486038,18579.11,29.26212751,7.518862809,-5431.89,79,96.90196078,48.03723189,30.02832861,21.9344395,
01-09-2022,9,36,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2441,1099,855,487,58215,14525.82,24143,4262.4,630.72,43561.94,17.84594019,23.84883245,14653.06,25.17059177,6.002892257,-9352.94,109,95.7254902,45.02253175,35.02662843,19.95083982,
02-09-2022,9,36,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2493,1147,773,573,63873,14461.66,26596,4340.1,626.94,46024.7,18.4615724,25.62093863,17848.3,27.94341897,7.159366225,-6157.7,57,97.76470588,46.00882471,31.00681909,22.9843562,
03-09-2022,9,36,7,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,540,46413,18.20117647,25.31568627,18142,28.10316784,2562,1358,795,409,62025,22285.63,24025,4229.1,613.98,51153.71,19.96631928,24.20960187,10871.29,17.52727126,4.243282592,-7270.71,-12,100.4705882,53.00546448,31.03044496,15.96409055,
04-09-2022,9,37,1,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,540,46413,18.20117647,25.31568627,18142,28.10316784,2431,1289,851,291,54111,22547.38,22287,4269.8,612.36,49716.54,20.45106541,22.25874126,4394.46,8.121195321,1.807675854,-13747.54,119,95.33333333,53.02344714,35.0061703,11.97038256,
05-09-2022,9,37,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2549,1377,638,534,68688,15334.24,29288,4384.5,625.32,49632.06,19.4711887,26.94703805,19055.94,27.74274983,7.475849353,-4950.06,1,99.96078431,54.02118478,25.0294233,20.94939192,
06-09-2022,9,37,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2463,1232,616,615,68366,14474.5,28032,4280.9,639.9,47427.3,19.25590743,27.75720666,20938.7,30.62735863,8.501299229,-3067.3,87,96.58823529,50.02030045,25.01015022,24.96954933,
07-09-2022,9,37,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2506,1354,777,375,60187,14602.82,25159,4229.1,618.84,44609.76,17.80118117,24.01715882,15577.24,25.88140296,6.215977654,-8428.76,44,98.2745098,54.03032721,31.00558659,14.96408619,
08-09-2022,9,37,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2524,1136,758,630,66378,14872.29,27300,4332.7,640.44,47145.43,18.67885499,26.29873217,19232.57,28.97431378,7.619877179,-4773.43,26,98.98039216,45.00792393,30.03169572,24.96038035,
09-09-2022,9,37,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2550,1224,740,586,66800,14846.62,27283,4221.7,629.64,46980.96,18.42390588,26.19607843,19819.04,29.66922156,7.772172549,-4186.96,0,100,48,29.01960784,22.98039216,
10-09-2022,9,37,7,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,540,46413,18.20117647,25.31568627,18142,28.10316784,2512,1282,855,375,58105,21649.97,23361,4373.4,631.8,50016.17,19.9108957,23.13097134,8088.83,13.92105671,3.220075637,-10053.17,38,98.50980392,51.03503185,34.0366242,14.92834395,
11-09-2022,9,38,1,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,540,46413,18.20117647,25.31568627,18142,28.10316784,2578,1289,800,489,63960,22584.77,26057,4391.9,623.7,53657.37,20.81356478,24.80993018,10302.63,16.10792683,3.9963654,-7839.37,-28,101.0980392,50,31.0318076,18.9681924,
12-09-2022,9,38,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2475,1287,644,544,66494,15218.75,25789,4243.9,631.8,45883.45,18.53876768,26.86626263,20610.55,30.99610491,8.327494949,-3395.45,75,97.05882353,52,26.02020202,21.97979798,
13-09-2022,9,38,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2525,1364,808,353,59418,15347.07,21831,4192.1,616.68,41986.85,16.62845545,23.53188119,17431.15,29.33648053,6.903425743,-6574.85,25,99.01960784,54.01980198,32,13.98019802,
14-09-2022,9,38,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2525,1263,808,454,61438,14448.83,26492,4240.2,637.74,45818.77,18.14604752,24.33188119,15619.23,25.42275139,6.185833663,-8386.77,25,99.01960784,50.01980198,32,17.98019802,
15-09-2022,9,38,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2441,1343,757,341,58137,14705.47,23174,4314.2,630.18,42823.85,17.54356821,23.81687833,15313.15,26.33976641,6.273310119,-8692.85,109,95.7254902,55.01843507,31.01188038,13.96968456,
16-09-2022,9,38,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2519,1386,781,352,60001,14731.14,22364,4203.2,637.74,41936.08,16.6479079,23.81937277,18064.92,30.10769821,7.171464867,-5941.08,31,98.78431373,55.02183406,31.00436681,13.97379913,
17-09-2022,9,38,7,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,540,46413,18.20117647,25.31568627,18142,28.10316784,2497,1349,849,299,56309,21911.71,21344,4399.3,632.88,48287.89,19.33836203,22.55066079,8021.11,14.24480989,3.212298759,-10120.89,53,97.92156863,54.0248298,34.00080096,11.97436924,
18-09-2022,9,39,1,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,540,46413,18.20117647,25.31568627,18142,28.10316784,2515,1283,805,427,60685,22117.37,25258,4255,635.04,52265.41,20.78147515,24.12922465,8419.59,13.87425229,3.347749503,-9722.41,35,98.62745098,51.0139165,32.00795229,16.97813121,
19-09-2022,9,39,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2513,1182,629,702,71229,15244.42,30775,4340.1,626.4,50985.92,20.2888659,28.34421011,20243.08,28.41971669,8.05534421,-3762.92,37,98.54901961,47.03541584,25.02984481,27.93473936,
20-09-2022,9,39,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2547,1299,765,483,63925,15218.75,25959,4236.5,618.84,46033.09,18.07345505,25.09815469,17891.91,27.98890888,7.024699647,-6114.09,3,99.88235294,51.00117786,30.03533569,18.96348645,
21-09-2022,9,39,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2506,1228,652,626,68832,14359.01,27317,4351.2,623.7,46650.91,18.61568635,27.46687949,22181.09,32.22496804,8.851193136,-1824.91,44,98.2745098,49.00239425,26.01755786,24.98004789,
22-09-2022,9,39,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2472,1311,668,493,64688,15513.89,24921,4384.5,629.64,45449.03,18.38552994,26.16828479,19238.97,29.74117302,7.782754854,-4767.03,78,96.94117647,53.03398058,27.02265372,19.9433657,
23-09-2022,9,39,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2544,1298,662,584,68842,14577.15,29132,4288.3,619.92,48617.37,19.11060142,27.06053459,20224.63,29.37833009,7.949933176,-3781.37,6,99.76470588,51.02201258,26.02201258,22.95597484,
24-09-2022,9,39,7,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,540,46413,18.20117647,25.31568627,18142,28.10316784,2554,1329,818,407,61078,22061.28,25696,4284.6,626.4,52668.28,20.6218794,23.9146437,8409.72,13.7688202,3.292764291,-9732.28,-4,100.1568627,52.03602193,32.02819107,15.935787,
25-09-2022,9,40,1,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,18696,23477,3700,540,46413,18.20117647,25.31568627,18142,28.10316784,2497,1224,775,498,62435,21631.27,24907,4306.8,614.52,51459.59,20.60856628,25.00400481,10975.41,17.5789381,4.395438526,-7166.59,53,97.92156863,49.01882259,31.03724469,19.94393272,
26-09-2022,9,40,2,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2519,1285,882,352,57072,14872.29,21160,4395.6,636.12,41064.01,16.301711,22.65660977,16007.99,28.04876297,6.354898769,-7998.01,31,98.78431373,51.01230647,35.0138944,13.97379913,
27-09-2022,9,40,3,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2569,1388,643,538,69223,15526.72,27458,4310.5,636.66,47931.88,18.65779681,26.94550409,21291.12,30.75729165,8.287707279,-2714.88,-19,100.745098,54.02880498,25.02919424,20.94200078,
28-09-2022,9,40,4,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2499,1175,650,674,69640,15244.42,30110,4306.8,613.44,50274.66,20.11791116,27.86714686,19365.34,27.80778288,7.749235694,-4640.66,51,98,47.01880752,26.01040416,26.97078832,
29-09-2022,9,40,5,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2471,1310,767,394,59807,15398.4,23196,4232.8,623.16,43450.36,17.58411979,24.20356131,16356.64,27.34903941,6.619441522,-7649.36,79,96.90196078,53.01497369,31.04006475,15.94496155,
30-09-2022,9,40,6,3,2022,11,3,4,4,3,88,24,2550,1275,765,510,64555,12832,23477,3700,540,40549,15.90156863,25.31568627,24006,37.1868949,2535,1268,660,607,69090,14808.13,28617,4403,613.98,48442.11,19.10931361,27.25443787,20647.89,29.88549718,8.14512426,-3358.11,15,99.41176471,50.01972387,26.03550296,23.94477318,
01-10-2022,10,40,7,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2720,1252,680,788,77680,25046.11,35749,4687.8,643.1,66126.01,24.31103309,28.55882353,11553.99,14.87382853,4.247790441,-7964.01,40,98.55072464,46.02941176,25,28.97058824,
02-10-2022,10,41,1,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2680,1206,938,536,63958,23406.43,26062,4574.7,628.93,54672.06,20.40002239,23.86492537,9285.94,14.51880922,3.464902985,-10232.06,80,97.10144928,45,35,20,
03-10-2022,10,41,2,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2770,1385,887,498,67377,16104.98,26576,4563,639.29,47883.27,17.28637906,24.32382671,19493.73,28.93232112,7.037447653,-6368.27,-10,100.3623188,50,32.02166065,17.97833935,
04-10-2022,10,41,3,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2710,1328,949,433,62479,16034.22,24882,4559.1,630.57,46105.89,17.01324354,23.05498155,16373.11,26.20578114,6.041738007,-9488.89,50,98.1884058,49.00369004,35.01845018,15.97785978,
05-10-2022,10,41,4,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2680,1448,804,428,65684,16954.1,26201,4551.3,644.19,48350.59,18.04126493,24.50895522,17333.41,26.38909019,6.467690299,-8528.59,80,97.10144928,54.02985075,30,15.97014925,
06-10-2022,10,41,5,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2760,1518,801,441,68431,16204.04,27824,4496.7,629.48,49154.22,17.8095,24.79384058,19276.78,28.16965995,6.98434058,-6585.22,0,100,55,29.02173913,15.97826087,
07-10-2022,10,41,6,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2786,1338,864,584,70244,17194.68,28383,4687.8,643.65,50909.13,18.27319813,25.2132089,19334.87,27.52529753,6.940010768,-6527.13,-26,100.942029,48.0258435,31.01220388,20.96195262,
08-10-2022,10,41,7,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2725,1363,791,571,70271,24144.29,30788,4590.3,642.56,60165.15,22.07895413,25.78752294,10105.85,14.38125258,3.708568807,-9412.15,35,98.73188406,50.01834862,29.02752294,20.95412844,
09-10-2022,10,42,1,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2762,1271,801,690,73471,24779.66,28352,4664.4,646.37,58442.43,21.15946054,26.6006517,15028.57,20.45510474,5.441191166,-4489.43,-2,100.0724638,46.01737871,29.00072411,24.98189718,
10-10-2022,10,42,2,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2694,1321,943,430,62113,16373.86,24933,4715.1,655.09,46677.05,17.32629918,23.05605048,15435.95,24.85139987,5.729751299,-10426.05,66,97.60869565,49.03489235,35.00371195,15.96139569,
11-10-2022,10,42,3,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2688,1210,807,671,70697,17208.83,27352,4485,633.29,49679.12,18.48181548,26.30096726,21017.88,29.72952176,7.819151786,-4844.12,72,97.39130435,45.01488095,30.02232143,24.96279762,
12-10-2022,10,42,4,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2654,1327,850,477,64550,16784.27,25095,4656.6,658.91,47194.78,17.78250942,24.32177845,17355.22,26.8864756,6.539269028,-8506.78,106,96.15942029,50,32.02712886,17.97287114,
13-10-2022,10,42,5,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2674,1337,829,508,66379,16515.38,26945,4563,630.02,48653.4,18.19498878,24.82385939,17725.6,26.70362615,6.628870606,-8136.4,86,96.88405797,50,31.00224383,18.99775617,
14-10-2022,10,42,6,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2686,1370,726,590,71366,16529.54,30721,4586.4,645.83,52482.77,19.53937826,26.56962025,18883.23,26.4597007,7.030241996,-6978.77,74,97.31884058,51.00521221,27.02903946,21.96574832,
15-10-2022,10,42,7,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2725,1254,682,789,77792,24082.8,33353,4598.1,655.09,62688.99,23.00513394,28.54752294,15103.01,19.41460561,5.542388991,-4414.99,35,98.73188406,46.01834862,25.02752294,28.95412844,
16-10-2022,10,43,1,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2674,1257,749,668,71899,24164.78,28300,4500.6,628.93,57594.31,21.538635,26.8881825,14304.69,19.89553401,5.349547494,-5213.31,86,96.88405797,47.00822737,28.0104712,24.98130142,
17-10-2022,10,43,2,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2648,1377,742,529,68542,17053.16,27264,4660.5,628.39,49606.05,18.73340257,25.88444109,18935.95,27.62678358,7.15103852,-6926.05,112,95.94202899,52.00151057,28.02114804,19.97734139,
18-10-2022,10,43,3,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2738,1233,767,738,74697,16288.95,31851,4508.4,639.29,53287.64,19.46224982,27.2815924,21409.36,28.66160622,7.819342586,-4452.64,22,99.20289855,45.03287071,28.01314828,26.95398101,
19-10-2022,10,43,4,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2678,1313,938,427,61718,17081.46,24303,4488.9,654,46527.36,17.37392084,23.04630321,15190.64,24.61298163,5.672382375,-10671.36,82,97.02898551,49.02912621,35.02613891,15.94473488,
20-10-2022,10,43,5,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2763,1382,885,496,67185,16543.69,25488,4641,640.92,47313.61,17.12399928,24.31596091,19871.39,29.57712287,7.191961636,-5990.61,-3,100.1086957,50.01809627,32.03040174,17.95150199,
21-10-2022,10,43,6,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2754,1460,772,522,70712,16090.82,28929,4539.6,656.18,50215.6,18.23369644,25.67610748,20496.4,28.98574499,7.442411038,-5365.6,6,99.7826087,53.01379811,28.03195352,18.95424837,
22-10-2022,10,43,7,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2750,1293,853,604,69883,24021.31,30069,4555.2,633.84,59279.35,21.55612727,25.412,10603.65,15.17343274,3.855872727,-8914.35,10,99.63768116,47.01818182,31.01818182,21.96363636,
23-10-2022,10,44,1,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2714,1222,815,677,71365,23365.44,28273,4680,650.19,56968.63,20.99065217,26.29513633,14396.37,20.17287186,5.304484156,-5121.63,46,98.33333333,45.02579219,30.02947679,24.94473102,
24-10-2022,10,44,2,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2653,1460,717,476,68357,16543.69,28137,4676.1,651.82,50008.61,18.84983415,25.76592537,18348.39,26.84200594,6.916091217,-7513.61,107,96.12318841,55.0320392,27.02600829,17.94195251,
25-10-2022,10,44,3,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2741,1316,713,712,75833,17194.68,29939,4543.5,629.48,52306.66,19.08305728,27.66618023,23526.34,31.02388142,8.583122948,-2335.66,19,99.3115942,48.01167457,26.01240423,25.9759212,
26-10-2022,10,44,4,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2682,1341,671,670,74441,16812.58,31437,4668.3,657.27,53575.15,19.97582028,27.75577927,20865.85,28.03005064,7.779958986,-4996.15,78,97.17391304,50,25.0186428,24.9813572,
27-10-2022,10,44,5,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2699,1485,837,377,64277,17039.01,24273,4547.4,626.75,46486.16,17.22347536,23.81511671,17790.84,27.67839196,6.591641349,-8071.16,61,97.78985507,55.02037792,31.01148574,13.96813635,
28-10-2022,10,44,6,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2664,1386,693,585,71563,16784.27,29969,4590.3,654,51997.57,19.51860736,26.86298799,19565.43,27.34014784,7.344380631,-6296.57,96,96.52173913,52.02702703,26.01351351,21.95945946,
29-10-2022,10,44,7,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2645,1429,847,369,62207,23447.42,24940,4683.9,649.64,53720.96,20.31038185,23.51871456,8486.04,13.6416159,3.208332703,-11031.96,115,95.83333333,54.02646503,32.02268431,13.95085066,
30-10-2022,10,45,1,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,545,50350,18.24275362,25.31449275,19518,27.93553558,2779,1334,862,583,70072,23488.42,30211,4563,651.82,58914.24,21.19979849,25.21482548,11157.76,15.92327891,4.015026988,-8360.24,-19,100.6884058,48.00287873,31.01835193,20.97876934,
31-10-2022,10,45,2,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,545,44006,15.9442029,25.31449275,25862,37.01551497,2698,1376,837,485,66407,16048.37,28277,4551.3,655.09,49531.76,18.35869533,24.61341735,16875.24,25.41183911,6.254722016,-8986.76,62,97.75362319,51.00074129,31.02297999,17.97627872,
01-11-2022,11,45,3,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,550,44011,15.94601449,25.31449275,25857,37.00835862,2678,1232,724,722,73824,17364.5,31900,4613.7,674.85,54553.05,20.37081777,27.56684093,19270.95,26.1039093,7.196023152,-6586.05,82,97.02898551,46.00448096,27.03510082,26.96041822,
02-11-2022,11,45,4,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,550,44011,15.94601449,25.31449275,25857,37.00835862,2763,1271,968,524,65338,16798.42,25529,4722.9,672.1,47722.42,17.27195802,23.64748462,17615.58,26.96069668,6.375526602,-8241.42,-3,100.1086957,46.00072385,35.03438292,18.96489323,
03-11-2022,11,45,5,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,550,44011,15.94601449,25.31449275,25857,37.00835862,2667,1361,854,452,64324,16586.14,27145,4765.8,673.75,49170.69,18.43670416,24.11848519,15153.31,23.55778559,5.681781027,-10703.69,93,96.63043478,51.03112111,32.02099738,16.94788151,
04-11-2022,11,45,6,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,14152,25409,3900,550,44011,15.94601449,25.31449275,25857,37.00835862,2779,1390,973,416,63513,17053.16,26025,4637.1,660,48375.26,17.40743433,22.85462397,15137.74,23.83408121,5.447189637,-10719.26,-19,100.6884058,50.01799208,35.01259446,14.96941346,
05-11-2022,11,45,7,4,2022,12,3,4,4,4,96,24,2760,1380,828,552,69868,20496,25409,3900,550,50355,18.24456522,25.31449275,19513,27.92837923,2670,1469,801,400,64911,24902.64,24807,4680,671,55060.64,20.62196255,24.31123596,9850.36,15.17517832,3.689273408,-9662.64,90,96.73913043,55.01872659,30,14.98127341,
